Filename	ScanNumber	PrecursorMZ	RetentionTime	ScanType	Rank	ParentMassError	ExplainedPeaks	Score	Identifier	Name	OriginalInChI	IdentifiedInChI	Modifications	Links
m/z	Intensity	Resolution	Baseline	Noise	Charge	SMILES	ProtonOffset	m/zError	FragmentationLevel
120.0785506	0.0346484757908	0	0	0	0	NA	NA	NA	NA
121.0513734	1.0	0	0	0	0	c1nc2cncnc2[nH]1	1	-4.77279999842e-05	0
121.1244379	0.0218280060591	0	0	0	0	NA	NA	NA	NA
121.1522706	0.013574329601	0	0	0	0	NA	NA	NA	NA
121.2472684	0.011555147815	0	0	0	0	NA	NA	NA	NA
121.4422466	0.0115805999409	0	0	0	0	NA	NA	NA	NA
121.8442381	0.0115381801609	0	0	0	0	NA	NA	NA	NA
1466.285451	0.0115381801609	0	0	0	0	NA	NA	NA	NA
M	03-day-ctrl-msms-10 pos.FT2	3413770	136.061518217	3413.763	PositiveIon	1	0.000801942612043	6>20	1.33335929519	MetaCyC_9167	adenine	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	NA	(MetaCyc=ADENINE)
67.03685819	0.229014516495	0	0	0	0	c1ncnc-1	2	0.00723515800001	1
71.06270366	0.211871727095	0	0	0	0	NA	NA	NA	NA
73.06480473	0.189318662254	0	0	0	0	NA	NA	NA	NA
91.04970093	0.26163700389	0	0	0	0	NA	NA	NA	NA
91.06671835	0.230058119854	0	0	0	0	NA	NA	NA	NA
92.02479022	0.140758566664	0	0	0	0	ncc1ncnc-1	1	-8.18119999906e-05	2
97.07394576	0.549692803569	0	0	0	0	NA	NA	NA	NA
119.0342131	0.30915947652	0	0	0	0	c1nc2cnc[nH]c-2n1	0	-0.00155799599999	1
121.1001586	0.33973750492	0	0	0	0	NA	NA	NA	NA
121.1348572	0.124775530245	0	0	0	0	NA	NA	NA	NA
135.0625589	0.180892478852	0	0	0	0	Nc1nc[nH]c2ncnc1-2	0	0.00806374000001	0
136.0623344	1.0	0	0	0	0	Nc1nc[nH]c2ncnc1-2	1	1.42400000129e-05	0
136.0847528	0.130451306864	0	0	0	0	NA	NA	NA	NA
136.1064459	0.283872592644	0	0	0	0	NA	NA	NA	NA
136.122127	0.148617865134	0	0	0	0	NA	NA	NA	NA
136.1362645	0.17013428017	0	0	0	0	NA	NA	NA	NA
137.0659692	0.430413867177	0	0	0	0	Nc1nc[nH]c2ncnc1-2	2	-0.00417595999997	0
137.0907341	0.117221702817	0	0	0	0	NA	NA	NA	NA
138.1316139	0.111511706767	0	0	0	0	NA	NA	NA	NA
191.7071294	0.124653471004	0	0	0	0	NA	NA	NA	NA
M	03-day-ctrl-msms-10 pos.FT2	1476805	198.123428345	1476.798	PositiveIon	1	0.000823375273427	11>20	1.32055804055	MetaCyC_632	n(&alpha;),n(&alpha;),n(&alpha;)-trimethyl-L-histidine	InChI=1S/C9H15N3O2/c1-12(2,3)8(9(13)14)4-7-5-10-6-11-7/h5-6,8H,4H2,1-3H3,(H-,10,11,13,14)/t8-/m0/s1	InChI=1S/C9H15N3O2/c1-12(2,3)8(9(13)14)4-7-5-10-6-11-7/h5-6,8H,4H2,1-3H3,(H-,10,11,13,14)/t8-/m0/s1	NA	(MetaCyc=NALPHANALPHANALPHA-TRIMETHYL-L-H)
57.06984828	0.157934651808	0	0	0	0	NA	NA	NA	NA
60.08117294	0.636153613552	0	0	0	0	C[NH+](C)C	1	-0.000151347999989	1
60.10103775	0.121049212246	0	0	0	0	NA	NA	NA	NA
68.05090491	0.128935310535	0	0	0	0	c[nH]cCC	1	0.000880750000007	3
82.99693864	0.232058753614	0	0	0	0	NA	NA	NA	NA
94.44668524	0.100816358208	0	0	0	0	NA	NA	NA	NA
95.06001812	1.0	0	0	0	0	CCc1cnc[nH]1	1	-0.000905071999995	2
95.07827227	0.174423656914	0	0	0	0	NA	NA	NA	NA
129.0870275	0.161130398996	0	0	0	0	cCC(C(=O)[O-])[NH+](C)C	2	0.00804897200001	2
137.1279365	0.40284350302	0	0	0	0	NA	NA	NA	NA
139.0526121	0.112791279297	0	0	0	0	O=C([O-])CCc1cnc[nH]1	1	0.00185966800001	1
141.0675269	0.177444851895	0	0	0	0	c[nH]cCC([NH2+]C)C(=O)[O-]	1	0.001124404	3
154.1316563	0.658022364398	0	0	0	0	C[N+](C)(C)CCc1cnc[nH]1	1	-0.00276617999998	1
154.3141251	0.13105272862	0	0	0	0	NA	NA	NA	NA
155.1330612	0.135618081718	0	0	0	0	C[N+](C)(C)CCc1cnc[nH]1	2	-0.00918627999999	1
155.1458851	0.108158780326	0	0	0	0	C[N+](C)(C)CCc1cnc[nH]1	2	0.00363762000001	1
178.9406904	0.126541072518	0	0	0	0	NA	NA	NA	NA
198.1224579	0.721741598852	0	0	0	0	C[N+](C)(C)C(Cc1cnc[nH]1)C(=O)[O-]	1	-0.00179381999999	0
198.1535288	0.137095118583	0	0	0	0	NA	NA	NA	NA
199.1233767	0.100418769141	0	0	0	0	C[N+](C)(C)C(Cc1cnc[nH]1)C(=O)[O-]	2	-0.00870001999999	0
M	03-day-ctrl-msms-10 pos.FT2	1198881	161.092208862	1198.873	PositiveIon	1	0.000408381695308	14>20	0.525711330168	MetaCyC_1162	aminoethoxyvinylglycine	InChI=1S/C6H12N2O3/c7-2-4-11-3-1-5(8)6(9)10/h1,3,5H,2,4,7-8H2,(H,9,10)	InChI=1S/C6H12N2O3/c7-2-4-11-3-1-5(8)6(9)10/h1,3,5H,2,4,7-8H2,(H,9,10)	NA	(MetaCyc=CPD-13353)
53.0389084	0.0668778091001	0	0	0	0	NA	NA	NA	NA
55.01906017	0.282846129483	0	0	0	0	CCCO	0	0.000670454000002	3
57.03419991	0.236125370744	0	0	0	0	CCOC	0	0.000160129999998	2
61.0284704	0.249398153668	0	0	0	0	NA	NA	NA	NA
69.03380049	0.62454693071	0	0	0	0	C=CCC=O	2	-0.000239225999991	3
69.05703805	0.0616748540416	0	0	0	0	C=CC(C)N	2	-0.000811109999987	3
73.03225272	0.0529808751576	0	0	0	0	CCC(=O)O	2	0.003298384	2
81.03544888	0.0541523521332	0	0	0	0	NA	NA	NA	NA
82.99723799	0.0407149753509	0	0	0	0	NA	NA	NA	NA
84.04636273	0.244634194683	0	0	0	0	C=CC(N)CO	0	0.001423918	2
85.02827912	1.0	0	0	0	0	C=CCC(=O)O	1	-0.000675248000007	2
85.04660464	0.133355503417	0	0	0	0	COC=CCN	0	-0.006159204	2
97.02881648	0.188012550106	0	0	0	0	COC=CCC=O	0	-0.00013792	3
99.04473668	0.0620269132384	0	0	0	0	COC=CCCO	1	0.000132248	3
101.0215982	0.0996520689819	0	0	0	0	O=C(O)CC=CO	1	-0.002270788	2
109.0332544	0.0567534845279	0	0	0	0	NA	NA	NA	NA
115.090686	0.0588386875926	0	0	0	0	NCC=COCCN	0	0.00354802800001	1
127.0402091	0.106031981882	0	0	0	0	NA	NA	NA	NA
144.0679243	0.134283318025	0	0	0	0	CCOC=CC(N)C(=O)O	0	0.00185611999999	1
161.0900551	0.0484231911171	0	0	0	0	NCCOC=CC(N)C(=O)O	1	-0.002562144	0
M	03-day-ctrl-msms-10 pos.FT2	1581055	122.08127594	1581.048	PositiveIon	1	0.000442272058592	6>20	0.83565153662	MetaCyC_2997	tris	InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2	InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2	NA	(MetaCyc=TRIS)
52.01756245	0.0577163118806	0	0	0	0	NA	NA	NA	NA
56.05001376	0.875728866284	0	0	0	0	CC(C)N	0	-1.04319999963e-05	3
56.07957984	0.0277819419845	0	0	0	0	NA	NA	NA	NA
56.09258823	0.0392478752364	0	0	0	0	NA	NA	NA	NA
57.0339227	0.693425461143	0	0	0	0	CCCO	0	-0.000117080000003	3
57.05329148	0.0907023663375	0	0	0	0	CC(C)N	1	-0.00455771199999	3
67.02835125	0.129214323678	0	0	0	0	NA	NA	NA	NA
69.03176394	0.136331998591	0	0	0	0	NA	NA	NA	NA
74.05877331	0.13294004089	0	0	0	0	CC(N)CO	1	-0.00181553399999	2
74.08030396	0.0362860778442	0	0	0	0	NA	NA	NA	NA
87.05006746	0.0526221090893	0	0	0	0	NA	NA	NA	NA
94.04080318	0.311439270756	0	0	0	0	NA	NA	NA	NA
102.981182	0.0287442412428	0	0	0	0	NA	NA	NA	NA
104.0701183	0.537573841086	0	0	0	0	CC(N)(CO)CO	0	-0.00103525999999	1
104.0840262	0.0963435962476	0	0	0	0	NA	NA	NA	NA
104.0975874	0.0563958813734	0	0	0	0	NA	NA	NA	NA
104.117028	0.0237112506501	0	0	0	0	NA	NA	NA	NA
121.0511053	1.0	0	0	0	0	NA	NA	NA	NA
121.086887	0.077566669074	0	0	0	0	NA	NA	NA	NA
122.0826243	0.453976300973	0	0	0	0	NC(CO)(CO)CO	1	0.000906088000008	0
M	03-day-ctrl-msms-10 pos.FT2	1256773	240.108829498	1256.765	PositiveIon	1	0.00668737770897	5>20	0.747460876946	MetaCyC_2016	bupropion	InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3	InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3	NA	(MetaCyc=CPD-3481)
56.05067565	0.00377270310587	0	0	0	0	CC(C)N	1	0.00065149000001	3
70.06603909	0.0105426067247	0	0	0	0	CNC(C)C	0	0.00036483400001	3
84.08041612	0.00566612297243	0	0	0	0	NA	NA	NA	NA
88.07589057	0.0264691591518	0	0	0	0	NA	NA	NA	NA
97.07443551	0.00452938904959	0	0	0	0	NA	NA	NA	NA
99.09165294	0.00337982640401	0	0	0	0	NA	NA	NA	NA
112.0989155	0.00955038274817	0	0	0	0	NA	NA	NA	NA
128.0971377	0.0039113803229	0	0	0	0	NA	NA	NA	NA
131.1173095	0.0838143008717	0	0	0	0	NA	NA	NA	NA
132.1211113	0.00692159499698	0	0	0	0	NA	NA	NA	NA
143.115486	0.00344716108158	0	0	0	0	NA	NA	NA	NA
152.037094	0.0107906816637	0	0	0	0	CCCc1cccc(Cl)c1	1	-0.00218393599999	2
164.0380155	0.00342143222794	0	0	0	0	NA	NA	NA	NA
192.0544176	0.00589763456543	0	0	0	0	NA	NA	NA	NA
221.0910624	0.00495270232072	0	0	0	0	NA	NA	NA	NA
237.0904052	0.00396546877002	0	0	0	0	NA	NA	NA	NA
239.1058869	1.0	0	0	0	0	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	0	-0.00180497599999	0
239.2468637	0.0123877358964	0	0	0	0	NA	NA	NA	NA
239.2977488	0.00492555226411	0	0	0	0	NA	NA	NA	NA
240.1094258	0.129666066192	0	0	0	0	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	1	-0.00609107599999	0
